event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,actor2,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,has_fatalities,event_week,event_month
UKR211123,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Chernihiv,Prylutskyi,Pryluky,50.5932,32.3876,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted a Shahed or Gerber drone strike near Pryluky, Chernihiv. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211108,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Sumy,Sumskyi,Mohrytsia,51.0291,35.1131,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted airstrikes near Mohrytsia, Sumy. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211124,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Zaporizhia,Vasylivskyi,Pyatykhatky,47.5079,35.4622,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted strikes, possibly including KAB strikes, near Pyatykhatky, Zaporizhia. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211092,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Sumy,Sumskyi,Hrabovske,50.6984,35.4544,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted a drone strike near Hrabovske, Sumy. A private house was damaged. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
UKR211089,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Sumy,Sumskyi,Basivka,51.1856,35.0877,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted airstrikes near Basivka, Sumy. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
PAN3541,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Panama),Unknown,Panama,Panama,Panama,Panama City,8.9936,-79.5197,La Estrella de Panama (Panama),"On 6 March 2025, in Panama City, Panama, a group of retirees demonstrated outside the National Assembly to demand an increase in their pensions.",0,False,2025-03-03/2025-03-09,2025-03
PAK149772,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Muzaffargarh,Muzaffargarh,30.0726,71.1938,Frontier Star,"On 6 March 2025, residents held a protest demonstration outside the Deputy Commissioner Office in Muzaffargarh city (Muzaffargarh, Punjab), opposing the federal government's plan to construct six new canals on the Indus River.",0,False,2025-03-03/2025-03-09,2025-03
PAK149771,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Badin,Tando Bago,24.7889,68.9655,Daily Regional Times (Pakistan),"On 6 March 2025, family members held a protest and staged a sit-in at Badar chowk in Tando Bago town (Badin, Sindh), after a rickshaw driver was killed by the criminals.",0,False,2025-03-03/2025-03-09,2025-03
PAK149764,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Khyber Pakhtunkhwa,Charsadda,Charsadda,34.1532,71.7066,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including Bacha Khan University Charsadda city (Charsadda, KPK), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149763,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Okara,Okara,30.8091,73.4225,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including University of Okara took out a protest rally in Okara city (Okara, Punjab), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149762,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Khyber Pakhtunkhwa,Mardan,Mardan,34.2019,72.0525,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including Abdul Wali Khan University took out a protest rally in Mardan city (Mardan, KPK), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149761,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Khairpur,Khairpur,27.5271,68.7452,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including Shah Abdul Latif University took out a protest rally in Khairpur city (Khairpur, Sindh), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149760,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Khyber Pakhtunkhwa,Swabi,Swabi,34.1198,72.4698,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including University of Swabi took out a protest rally in Swabi city (Swabi, KPK), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149759,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Bahawalpur,Bahawalpur,29.3565,71.6841,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities, teachers and employees of Islamia University Bahawalpur took out a protest rally in Bahawalpur city (Bahawalpur, Punjab), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149758,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Federal Capital Territory,Islamabad,Islamabad,33.7214,73.0432,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities including Quaid-e- Azam University and Islamic University took out a protest rally in Islamabad city (Islamabad, FCT), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149757,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Multan,Multan,30.1978,71.4697,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities, teachers and staff of Bahauddin Zakariya University took out a protest rally in Multan city (Multan, Punjab), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149756,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,34.0197,71.5822,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities, teachers and staff of Peshawar University took out a protest rally in Peshawar city (Peshawar, KPK), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149755,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Balochistan,Quetta,Quetta,30.1999,67.0097,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities, teachers and staff of Balochistan University took out a protest rally in Quetta city (Quetta, Balochistan), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
UKR211091,2025-03-06,2025,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Unknown,Ukraine,Zaporizhia,Polohivskyi,Charivne,47.58,36.034,Ministry of Defence of Ukraine,"On 6 March 2025, Russian forces conducted strikes with an unidentified weapons system (coded as air/drone strike) near Charivne, Zaporizhia. The attacks targeted infrastructure but it is not specified if the attacks hit their targets. Casualties unknown.",0,False,2025-03-03/2025-03-09,2025-03
PAK149754,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Karachi City,Karachi - Gulshan,24.9293,67.1279,News International (Pakistan),"On 6 March 2025, members of the FAPUASA, workers of academic staff/teachers' associations, officers' associations and employees' unions of public sector universities, teachers and staff of Karachi University took out a protest rally in Karachi - Gulshan town (Karachi City, Sindh), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149720,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Mirpur Khas,Mirpur Khas,25.5316,69.003,Dawn (Pakistan),"On 6 March 2025, members of the High Court Bar Associations (HCBAs) held a protest in Mirpur Khas city (Mirpur Khas, Sindh), opposing the federal government's plan to construct six new canals on the Indus River.",0,False,2025-03-03/2025-03-09,2025-03
PAK149719,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Larkana,Larkana,27.5637,68.215,Dawn (Pakistan),"On 6 March 2025, members of the High Court Bar Associations (HCBAs) held a protest in Larkana city (Larkana, Sindh), opposing the federal government's plan to construct six new canals on the Indus River.",0,False,2025-03-03/2025-03-09,2025-03
PAK149716,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Karachi City,Karachi - Saddar,24.8542,67.016,News International (Pakistan),"On 6 March 2025, employees of the Sehwan Development Authority held a protest, observed a hunger strike and staged a sit-in outside the press club in Karachi - Saddar town (Karachi City, Sindh), demanding their salaries, general provident fund for the staffers, and eliminating 'ghost' employees from the department.",0,False,2025-03-03/2025-03-09,2025-03
PAK149715,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Hyderabad,Hyderabad,25.3942,68.3736,Pakistan Press International,"On 6 March 2025, members of the Sindh Small Industries Corporation Employees Union (CBA) held a protest demonstration at the press club in Hyderabad city (Hyderabad, Sindh), against non-payment of their salaries.",0,False,2025-03-03/2025-03-09,2025-03
PAK149687,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Faisalabad,Faisalabad,31.4166,73.0833,Dawn (Pakistan),"On 6 March 2025, members of the FAPUASA along with teachers of National Textile University in Faisalabad city (Faisalabad, Punjab), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149686,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Punjab,Rawalpindi,Taxila,33.7475,72.8102,Dawn (Pakistan),"On 6 March 2025, members of the FAPUASA along with teachers of University of Engineering and Technology, Taxila took out a protest rally in Taxila city (Rawalpindi, Punjab), against the abolition of 25 percent income tax rebate given to teachers and researchers, the new pension rules and other issues.",0,False,2025-03-03/2025-03-09,2025-03
PAK149685,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Sindh,Larkana,Larkana,27.5637,68.215,Daily Regional Times (Pakistan),"On 6 March 2025, members of the Ittehad Ahl-e-Sunnat and others held a protest in Larkana city (Larkana, Sindh), against the deteriorating law and order situation in the town.",0,False,2025-03-03/2025-03-09,2025-03
PAK149648,2025-03-06,2025,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Unknown,Pakistan,Khyber Pakhtunkhwa,Haripur,Haripur,34.0011,72.9372,Dawn (Pakistan),"On 6 March 2025, PPP and PPP-P members, former government officials, villagers, and other social activists staged protest and marched on GT road from Siddig-i-Akbar Chowk in Haripur city (Haripur, KPK) against a mining lease in a Pharhari Village and the social and environmental impact of the plan.",0,False,2025-03-03/2025-03-09,2025-03
PAK149641,2025-03-06,2025,Strategic developments,Strategic developments,Looting/property destruction,BLF: Baloch Liberation Front,Civilians (Pakistan),Pakistan,Balochistan,Kech,Buleda,26.3091,63.1537,Balochistan Post; Sangar Publication,"Property destruction: On 6 March 2025, BLF militants attacked and disabled two vehicles, including a bulldozer, belonging to a construction company in Gali area of Buleda tehsil (Kech, Balochistan). No casualties.",0,False,2025-03-03/2025-03-09,2025-03
